loss,mean_squared_error,val_loss,val_mean_squared_error
0.03404880687594414,0.030598120763897896,0.03702032193541527,0.035958848893642426
0.031253427267074585,0.030504489317536354,0.03697328269481659,0.03644043207168579
0.03049859218299389,0.030007055029273033,0.03655615076422691,0.03609300032258034
0.030294625088572502,0.029821893200278282,0.03675282374024391,0.03628971055150032
0.029955485835671425,0.029450075700879097,0.03769141063094139,0.03713906183838844
0.029994521290063858,0.029441704973578453,0.03631750866770744,0.03570267930626869
0.029843052849173546,0.02922208234667778,0.03556900471448898,0.03497635945677757
0.02971077896654606,0.029098190367221832,0.03611427918076515,0.03547864779829979
0.029610199853777885,0.02892930805683136,0.03554023802280426,0.03482754901051521
0.02943219430744648,0.028709840029478073,0.03554858639836311,0.034808773547410965
0.02919089049100876,0.02842586860060692,0.035399578511714935,0.0346682108938694
0.028884241357445717,0.0280782300978899,0.037981387227773666,0.03711270913481712
0.029132826253771782,0.02829483337700367,0.03474869206547737,0.03394913673400879
0.028912082314491272,0.028104037046432495,0.03629237040877342,0.03550844267010689
0.028875937685370445,0.028130708262324333,0.03523152694106102,0.0344066396355629
0.028891634196043015,0.02811550348997116,0.03458333760499954,0.03376094251871109
0.028818685561418533,0.02806766703724861,0.0351395383477211,0.034339018166065216
0.028797339648008347,0.028025664389133453,0.03505212068557739,0.0342978835105896
0.02864779531955719,0.027892520651221275,0.03434814140200615,0.0335446335375309
0.02876116707921028,0.02799306996166706,0.03483465313911438,0.03406619653105736
0.028764888644218445,0.028053343296051025,0.034537848085165024,0.033825647085905075
0.028743604198098183,0.028036614879965782,0.035573579370975494,0.03484034538269043
0.028597749769687653,0.02789028361439705,0.034638188779354095,0.033954303711652756
0.028451990336179733,0.02775467000901699,0.03465960919857025,0.03393255174160004
0.02877439372241497,0.02805662900209427,0.034513071179389954,0.033833738416433334
0.028554456308484077,0.027865620329976082,0.034683957695961,0.03401710093021393
0.028464805334806442,0.027755970135331154,0.0354170985519886,0.03479745239019394
0.02848316915333271,0.027826834470033646,0.034501392394304276,0.03377033770084381
0.028413046151399612,0.027711160480976105,0.03444885462522507,0.033786047250032425
0.028425009921193123,0.027742082253098488,0.035277485847473145,0.03455924615263939
0.028392961248755455,0.02771473117172718,0.035950757563114166,0.03523705154657364
0.028485994786024094,0.027801530435681343,0.03553561493754387,0.03482525423169136
0.028318459168076515,0.027633680030703545,0.03488139435648918,0.03422649949789047
0.02840624749660492,0.027748247608542442,0.034711480140686035,0.03405110910534859
0.028222769498825073,0.027556372806429863,0.03536441922187805,0.034713324159383774
0.02826347015798092,0.027594374492764473,0.034837506711483,0.03417398780584335
0.02834858000278473,0.027694353833794594,0.03443671762943268,0.03378841280937195
0.028354961425065994,0.027685044333338737,0.036585159599781036,0.03595822677016258
0.028321480378508568,0.027684658765792847,0.034234918653964996,0.033580176532268524
0.02834521234035492,0.027689434587955475,0.03434450179338455,0.03369145467877388
0.02828376367688179,0.027625100687146187,0.035517387092113495,0.03487430140376091
0.028244920074939728,0.027598045766353607,0.03418469429016113,0.033522505313158035
0.028168775141239166,0.027517039328813553,0.03452769294381142,0.03387216478586197
0.028147654607892036,0.02749171108007431,0.03469476476311684,0.03407983109354973
0.02797238901257515,0.027330979704856873,0.034838899970054626,0.03416665643453598
0.02805435098707676,0.027399806305766106,0.034291815012693405,0.03364452347159386
0.028254447504878044,0.027628613635897636,0.03437693044543266,0.03373638540506363
0.028118303045630455,0.027491014450788498,0.034015364944934845,0.033362977206707
0.02809598296880722,0.02744647115468979,0.034344665706157684,0.03373599424958229
0.028026672080159187,0.027403874322772026,0.034155916422605515,0.033478524535894394
