loss,mean_squared_error,val_loss,val_mean_squared_error,learning_rate
0.00914810597896576,0.00914810597896576,0.007847779430449009,0.007847779430449009,0.0010000000474974513
0.006974019110202789,0.006974019110202789,0.0076251160353422165,0.0076251160353422165,0.0010000000474974513
0.006792133208364248,0.006792133208364248,0.007607137318700552,0.007607137318700552,0.0010000000474974513
0.006724413949996233,0.006724413949996233,0.007740557659417391,0.007740557659417391,0.0010000000474974513
0.006725525949150324,0.006725525949150324,0.007817713543772697,0.007817713543772697,0.0010000000474974513
0.006686266977339983,0.006686266977339983,0.007529326248914003,0.007529326248914003,0.0010000000474974513
0.006665331777185202,0.006665331777185202,0.007805716712027788,0.007805716712027788,0.0010000000474974513
0.006596286315470934,0.006596286315470934,0.007658189628273249,0.007658189628273249,0.0005000000237487257
0.006597297731786966,0.006597297731786966,0.00754551263526082,0.00754551263526082,0.0005000000237487257
0.0066016605123877525,0.0066016605123877525,0.007564930710941553,0.007564930710941553,0.0005000000237487257
0.006608019582927227,0.006608019582927227,0.007587672211229801,0.007587672211229801,0.0005000000237487257
0.006618201266974211,0.006618201266974211,0.007568745873868465,0.007568745873868465,0.0005000000237487257
0.006511358078569174,0.006511358078569174,0.007489707320928574,0.007489707320928574,0.0002500000118743628
0.006511825602501631,0.006511825602501631,0.0075033195316791534,0.0075033195316791534,0.0002500000118743628
0.006485625170171261,0.006485625170171261,0.007519922219216824,0.007519922219216824,0.0002500000118743628
0.0065023754723370075,0.0065023754723370075,0.007505445275455713,0.007505445275455713,0.0002500000118743628
0.006508211605250835,0.006508211605250835,0.007496905047446489,0.007496905047446489,0.0002500000118743628
0.006486516911536455,0.006486516911536455,0.007506889291107655,0.007506889291107655,0.0002500000118743628
0.0064644175581634045,0.0064644175581634045,0.007505249697715044,0.007505249697715044,0.0001250000059371814
0.006472440902143717,0.006472440902143717,0.007503410801291466,0.007503410801291466,0.0001250000059371814
0.006451227702200413,0.006451227702200413,0.007529423572123051,0.007529423572123051,0.0001250000059371814
0.006454825401306152,0.006454825401306152,0.007510173600167036,0.007510173600167036,0.0001250000059371814
0.00647583557292819,0.00647583557292819,0.007582785561680794,0.007582785561680794,0.0001250000059371814
0.006459028925746679,0.006459028925746679,0.007494148798286915,0.007494148798286915,6.25000029685907e-05
0.00641827704384923,0.00641827704384923,0.007507027592509985,0.007507027592509985,6.25000029685907e-05
0.006429893895983696,0.006429893895983696,0.007558003533631563,0.007558003533631563,6.25000029685907e-05
0.006432362366467714,0.006432362366467714,0.00750021543353796,0.00750021543353796,6.25000029685907e-05
0.006458208430558443,0.006458208430558443,0.0075111715123057365,0.0075111715123057365,6.25000029685907e-05
0.006423966959118843,0.006423966959118843,0.007523864507675171,0.007523864507675171,3.125000148429535e-05
0.006429124623537064,0.006429124623537064,0.007498379331082106,0.007498379331082106,3.125000148429535e-05
0.006420049350708723,0.006420049350708723,0.00755380978807807,0.00755380978807807,3.125000148429535e-05
0.0063949828036129475,0.0063949828036129475,0.0075025539845228195,0.0075025539845228195,3.125000148429535e-05
0.006419139448553324,0.006419139448553324,0.007522339466959238,0.007522339466959238,3.125000148429535e-05
0.0064035323448479176,0.0064035323448479176,0.007527962327003479,0.007527962327003479,1.5625000742147677e-05
0.006435205694288015,0.006435205694288015,0.007541640195995569,0.007541640195995569,1.5625000742147677e-05
0.006411547306925058,0.006411547306925058,0.0075468746945261955,0.0075468746945261955,1.5625000742147677e-05
0.006401820573955774,0.006401820573955774,0.007541540078818798,0.007541540078818798,1.5625000742147677e-05
0.006401452235877514,0.006401452235877514,0.007527093403041363,0.007527093403041363,1.5625000742147677e-05
0.006398058962076902,0.006398058962076902,0.007518121041357517,0.007518121041357517,7.812500371073838e-06
0.006412921939045191,0.006412921939045191,0.007525557652115822,0.007525557652115822,7.812500371073838e-06
0.00640029925853014,0.00640029925853014,0.007526869419962168,0.007526869419962168,7.812500371073838e-06
0.006435053888708353,0.006435053888708353,0.007534717209637165,0.007534717209637165,7.812500371073838e-06
0.006421245634555817,0.006421246100217104,0.007537937723100185,0.007537937723100185,7.812500371073838e-06
0.006390573922544718,0.006390573922544718,0.007531045936048031,0.007531045936048031,3.906250185536919e-06
0.006436388939619064,0.006436388939619064,0.007532728370279074,0.007532728370279074,3.906250185536919e-06
0.006404787302017212,0.006404787302017212,0.00753422686830163,0.00753422686830163,3.906250185536919e-06
0.006385926157236099,0.006385926157236099,0.007528964430093765,0.007528964430093765,3.906250185536919e-06
0.0063817319460213184,0.0063817319460213184,0.007530443836003542,0.007530443836003542,3.906250185536919e-06
0.006397075951099396,0.006397076416760683,0.007526856381446123,0.007526856381446123,1.9531250927684596e-06
0.006412466522306204,0.006412466522306204,0.007528811227530241,0.007528811227530241,1.9531250927684596e-06
