loss,mean_squared_error,val_loss,val_mean_squared_error,learning_rate
0.008833158761262894,0.008833158761262894,0.007892764173448086,0.007892764173448086,0.0010000000474974513
0.006998545490205288,0.006998545490205288,0.007851640693843365,0.007851640693843365,0.0010000000474974513
0.006879144813865423,0.006879144813865423,0.007978717796504498,0.007978717796504498,0.0010000000474974513
0.006743419915437698,0.006743419915437698,0.007632042281329632,0.007632042281329632,0.0010000000474974513
0.006752388551831245,0.006752388551831245,0.007569591980427504,0.007569591980427504,0.0010000000474974513
0.0066824788227677345,0.0066824788227677345,0.007548544555902481,0.007548544555902481,0.0010000000474974513
0.006673248950392008,0.006673248950392008,0.00763600692152977,0.00763600692152977,0.0010000000474974513
0.006593598518520594,0.006593598518520594,0.007552559487521648,0.007552559487521648,0.0010000000474974513
0.0065931701101362705,0.0065931701101362705,0.007581245619803667,0.007581245619803667,0.0010000000474974513
0.006566087249666452,0.006566087249666452,0.007543830666691065,0.007543830666691065,0.0005000000237487257
0.006541138514876366,0.006541138514876366,0.007505983114242554,0.007505983114242554,0.0005000000237487257
0.006552896928042173,0.006552896928042173,0.007772380486130714,0.007772380486130714,0.0005000000237487257
0.006547069642692804,0.006547069642692804,0.00755122909322381,0.00755122909322381,0.0005000000237487257
0.006488951854407787,0.006488951854407787,0.007499122526496649,0.007499122526496649,0.0005000000237487257
0.006478169001638889,0.006478169001638889,0.007469940464943647,0.007469940464943647,0.0005000000237487257
0.006428955122828484,0.006428955122828484,0.007525438442826271,0.007525438442826271,0.0005000000237487257
0.006420100573450327,0.006420100573450327,0.007454514969140291,0.007454514969140291,0.0002500000118743628
0.006447166670113802,0.006447166670113802,0.007457667496055365,0.007457667496055365,0.0002500000118743628
0.006414890289306641,0.006414890289306641,0.007432142738252878,0.007432142738252878,0.0002500000118743628
0.006411620881408453,0.006411620881408453,0.00745414337143302,0.00745414337143302,0.0002500000118743628
