loss,mean_squared_error,val_loss,val_mean_squared_error
0.006888092961162329,0.006888092961162329,0.007613721303641796,0.007613721303641796
0.00655108829960227,0.00655108829960227,0.007458041422069073,0.007458041422069073
0.006470568478107452,0.006470568478107452,0.007532524410635233,0.007532524410635233
0.006428809370845556,0.006428809370845556,0.007576987147331238,0.007576987147331238
0.006410813890397549,0.006410813890397549,0.007457381580024958,0.007457381580024958
0.006324182730168104,0.006324182730168104,0.0073730540461838245,0.0073730540461838245
0.006244717165827751,0.006244717165827751,0.007572606205940247,0.007572605740278959
0.006187207996845245,0.006187207996845245,0.0074235303327441216,0.0074235303327441216
0.006131226196885109,0.006131226196885109,0.007175006903707981,0.007175006903707981
0.0060867262072861195,0.0060867262072861195,0.00718439556658268,0.00718439556658268
0.006130408030003309,0.006130408030003309,0.0071519785560667515,0.0071519785560667515
0.0061131007969379425,0.0061131007969379425,0.0072017270140349865,0.0072017270140349865
0.006100233644247055,0.006100233644247055,0.00707187270745635,0.00707187270745635
0.0060394336469471455,0.0060394336469471455,0.0071795182302594185,0.0071795182302594185
0.006122523918747902,0.006122523918747902,0.007277392316609621,0.007277392316609621
0.0060246288776397705,0.0060246288776397705,0.007132367230951786,0.007132367230951786
0.006041757762432098,0.006041757762432098,0.007077787071466446,0.007077787071466446
0.0060440911911427975,0.0060440911911427975,0.007046463433653116,0.007046463433653116
0.0060343192890286446,0.0060343192890286446,0.007084328215569258,0.007084328215569258
0.006042769644409418,0.006042769644409418,0.007056832779198885,0.007056832779198885
0.006005409639328718,0.006005409639328718,0.0070410119369626045,0.0070410119369626045
0.006034865975379944,0.006034865975379944,0.007085335440933704,0.007085335440933704
0.006037017796188593,0.006037017796188593,0.007152880541980267,0.007152880541980267
0.00598863186314702,0.00598863186314702,0.00713377445936203,0.00713377445936203
0.006018359679728746,0.006018359679728746,0.0070738038048148155,0.0070738038048148155
0.00598617410287261,0.00598617410287261,0.007043397985398769,0.007043397985398769
0.006071660201996565,0.006071660201996565,0.00708664208650589,0.00708664208650589
0.006007353775203228,0.006007353775203228,0.007077577989548445,0.007077577989548445
0.005971876904368401,0.005971876904368401,0.007005112711340189,0.007005112711340189
0.006024295464158058,0.006024295464158058,0.007071961183100939,0.007071961183100939
0.006007538177073002,0.006007538177073002,0.007034294307231903,0.007034294307231903
0.006015220191329718,0.006015220191329718,0.007002151571214199,0.007002151571214199
0.005974145140498877,0.005974145140498877,0.007006101775914431,0.007006101775914431
0.005989781115204096,0.005989781115204096,0.007052415516227484,0.007052415516227484
0.005975725594907999,0.005975725594907999,0.007050507701933384,0.007050507701933384
0.006000453606247902,0.006000453606247902,0.007025818340480328,0.007025818340480328
0.005998346954584122,0.005998346954584122,0.007049394305795431,0.007049394305795431
0.0059792459942400455,0.0059792459942400455,0.006977313198149204,0.006977313198149204
0.006005042232573032,0.006005042232573032,0.0070335413329303265,0.0070335413329303265
0.005969161167740822,0.005969161167740822,0.007124477531760931,0.007124477531760931
0.005974568892270327,0.005974568892270327,0.0070295981131494045,0.0070295981131494045
0.006034569349139929,0.006034569349139929,0.007117337081581354,0.007117337081581354
0.0059425197541713715,0.0059425197541713715,0.007028647232800722,0.007028647232800722
0.005966527387499809,0.005966527387499809,0.0071603115648031235,0.0071603115648031235
0.005981258116662502,0.005981258116662502,0.007115849759429693,0.007115849759429693
0.005988365970551968,0.005988365970551968,0.006994558963924646,0.006994558963924646
0.005986359901726246,0.005986359901726246,0.007005176041275263,0.007005176041275263
0.005938380025327206,0.005938380025327206,0.007007725536823273,0.007007725536823273
0.005964673589915037,0.005964673589915037,0.006974222604185343,0.006974222604185343
0.00591027969494462,0.00591027969494462,0.007045804522931576,0.007045804522931576
